AÑO,MUNICIPIO,MACHOS MENORES DE 12 MESES,HEMBRAS MENORES DE 12 MESES,MACHOS DE 12 A 24 MESES,HEMBRAS DE 12 A 24 MESES,MACHOS DE 24 A 36 MESES,HEMBRAS DE 24 A 36 MESES,MACHOS MAYORES DE 36 MESES,HEMBRAS MAYORES DE 36 MESES,TOTAL
2020,El Cocuy,1419,1879,1811,1395,1554,1613,713,2679,13063
2020,El Espino,888,819,847,848,591,669,286,1724,6672
2020,Firavitoba,952,1860,889,1435,370,1108,113,5761,12488
2020,Floresta,846,882,551,1131,219,586,18,2492,6725
2020,Gachantivá,506,602,566,528,507,557,140,1613,5019
2020,Gámeza,1204,743,647,665,414,183,50,3340,7246
2020,Garagoa,1463,1556,1750,1739,1560,1490,561,4087,14206
2020,Guacamayas,559,599,500,453,489,379,179,1359,4517
2020,Guateque,292,375,369,572,413,540,94,926,3581
2020,Guayatá,723,670,963,746,1350,907,229,1587,7175
2020,Guicán,1110,1479,1111,936,750,1121,326,2426,9259
2020,Iza,124,375,152,568,64,401,3,1486,3173
2020,Jenesano,786,984,666,782,334,626,140,3076,7394
2020,Jericó,498,470,638,391,491,431,158,1156,4233
2020,Labranzagrande,1713,2060,1974,1245,2338,1523,1480,4302,16635
2020,La Capilla,408,372,685,561,555,446,150,980,4157
2020,La Victoria,102,197,446,230,598,232,92,561,2458
2020,La Uvita,1097,1621,1410,897,969,1224,418,2271,9907
2020,Villa de Leiva,503,556,614,589,568,588,119,974,4511
2020,Macanal,1125,1054,1379,1182,1133,1025,505,2889,10292
2020,Maripí,366,307,569,522,691,569,228,1391,4643
2020,Miraflores,1777,2047,2486,2240,1739,1783,741,4817,17630
2020,Mongua,1135,928,1048,819,820,782,106,3278,8916
2020,Monguí,661,839,344,438,214,623,29,1265,4413
2020,Moniquirá,1345,1740,1558,1663,1025,1692,386,4034,13443
2020,Motavita,1185,1185,873,951,209,387,17,3382,8189
2020,Muzo,643,656,1035,938,1233,611,195,2046,7357
2020,Nobsa,202,313,212,278,87,245,3,765,2105
2020,Nuevo Colón,295,386,368,543,164,264,10,1388,3418
2020,Oicatá,534,1027,689,828,95,571,63,3038,6845
2020,Otanche,1588,1736,2113,2051,1818,1764,686,4599,16355
2020,Pachavita,555,630,686,632,587,551,272,1536,5449
2020,Páez,1846,2014,2313,1962,2238,2118,1042,5753,19286
2020,Paipa,2768,3899,2454,2945,1347,2626,147,9437,25623
2020,Pajarito,723,679,1060,711,1757,799,794,2047,8570
2020,Panqueba,415,449,432,408,469,350,219,940,3682
2020,Pauna,749,1096,1203,1869,1148,1606,536,2671,10878
2020,Paya,869,1099,862,907,771,829,336,2510,8183
2020,Paz de Rio,346,401,514,382,330,534,55,565,3127
2020,Pesca,1707,1889,1351,1669,982,552,103,6471,14724
2020,Pisba,449,556,565,485,365,521,212,1395,4548
2020,Puerto Boyacá,11327,11742,27703,17920,29805,13226,5882,33930,151535
2020,Quípama,468,662,853,658,1100,486,354,1802,6383
2020,Ramiriquí,1393,1301,792,825,672,830,203,3648,9664
2020,Ráquira,369,594,632,675,420,326,89,2058,5163
2020,Rondón,850,779,1165,873,976,623,199,2041,7506
2020,Saboyá,2009,3711,1904,3157,787,2211,80,13767,27626
2020,Sáchica,105,31,209,60,54,33,3,37,532
2020,Samacá,1239,997,1328,913,651,818,137,3464,9547
2020,San Eduardo,702,646,645,602,595,479,220,1714,5603
2020,San José de Pare,122,210,200,205,160,285,88,649,1919
2020,San Luis de Gaceno,3681,4318,4899,3861,5330,4010,2178,9597,37874
2020,San Mateo,889,1274,1102,1016,728,1299,289,1548,8145
2020,San Miguel de Sema,370,3463,508,2649,425,2350,14,11389,21168
2020,San Pablo de Borbur,848,899,877,812,1048,1075,332,2421,8312
2020,Santana,203,142,120,315,182,144,26,441,1573
2020,Santa María,1415,1548,1465,1388,1591,1604,840,3763,13614
2020,Santa Rosa de Viterbo,911,1397,856,1663,311,1054,23,4845,11060
2020,Santa Sofía,469,419,827,666,386,618,112,981,4478
2020,Sativanorte,549,570,590,526,526,536,83,1016,4396
2020,Sativasur,219,255,347,249,170,180,49,473,1942
2020,Siachoque,1812,1817,1512,1173,398,668,32,5401,12813
2020,Soatá,454,396,578,489,413,505,211,1016,4062
2020,Socotá,1367,1176,1540,961,922,816,274,2607,9663
2020,Socha,678,721,549,501,326,342,98,1809,5024
2020,Sogamoso,2214,1813,1879,1956,803,630,32,5103,14430
2020,Somondoco,592,558,524,519,356,437,151,1391,4528
2020,Sora,604,309,329,269,92,83,5,1447,3138
2020,Sotaquirá,1450,3567,1426,2589,509,2267,130,9806,21744
2020,Soracá,1081,1156,945,949,276,445,49,3729,8630
2020,Susacón,878,672,784,741,644,502,225,2095,6541
2020,Sutamarchán,580,577,842,628,601,389,27,1540,5184
2020,Sutatenza,444,451,413,506,270,459,115,1057,3715
2020,Tasco,1432,1189,1130,1173,614,550,145,3694,9927
2020,Tenza,557,551,695,615,595,529,230,1740,5512
2020,Tibaná,1206,1270,1174,1298,750,980,237,3496,10411
2020,Tibasosa,1071,1505,791,1246,310,729,47,3646,9345
2020,Tinjacá,342,427,397,447,263,163,14,1311,3364
2020,Tipacoque,467,516,448,398,324,388,278,1254,4073
2020,Toca,1684,1758,931,2118,723,1799,476,6209,15698
2020,Togüí,295,437,238,360,141,370,98,837,2776
2020,Tópaga,235,200,246,140,92,164,16,747,1840
2020,Tota,1672,1631,1092,1196,403,592,10,4055,10651
2020,Tununguá,57,59,101,59,193,64,47,239,819
2020,Turmequé,1044,939,896,1299,514,405,99,3776,8972
2020,Tuta,2469,3630,2111,2956,1251,2565,483,10946,26411
2020,Tutazá,1028,1204,676,698,496,1407,65,1612,7186
2020,Úmbita,2092,2055,1215,1512,488,671,65,5395,13493
2020,Ventaquemada,2430,3196,2117,2391,1072,2195,302,11242,24945
2020,Viracachá,1133,981,599,467,263,434,10,3214,7101
2020,Zetaquirá,1283,1334,1180,1202,1057,1172,395,2486,10109
